N,P,K,temperature,humidity,ph,rainfall,soil_type,season,region,irrigation,fertilizer,label
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,Silty,Rainy,South,Drip,Chemical,Apple
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,Loamy,Winter,North,Rainfed,Organic,Sugarcane
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,Silty,Summer,East,Canal,Organic,Coconut
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,Sandy,Winter,North,Canal,Chemical,Chickpea
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,Loamy,Winter,North,Drip,Mixed,Potato
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,Loamy,Rainy,East,Canal,Mixed,Groundnut
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,Silty,Winter,West,Rainfed,Chemical,Pepper
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,Sandy,Summer,North,Drip,Chemical,Coffee
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,Loamy,Summer,North,Rainfed,Mixed,Maize
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,Silty,Rainy,South,Rainfed,Mixed,Wheat
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,Sandy,Summer,West,Rainfed,Mixed,Coconut
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,Silty,Winter,North,Canal,Mixed,Maize
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,Clay,Summer,South,Canal,Mixed,Sunflower
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,Loamy,Rainy,West,Rainfed,Chemical,Grapes
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,Clay,Winter,East,Rainfed,Organic,Grapes
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,Sandy,Rainy,East,Drip,Mixed,Cabbage
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,Clay,Winter,South,Drip,Mixed,Mustard
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,Clay,Summer,East,Canal,Organic,Onion
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,Sandy,Rainy,North,Canal,Organic,Maize
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,Silty,Rainy,West,Drip,Organic,Cardamom
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,Clay,Winter,North,Rainfed,Organic,Tea
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,Silty,Rainy,North,Canal,Organic,Mango
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,Clay,Winter,East,Rainfed,Organic,Rice
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,Silty,Winter,North,Drip,Chemical,Potato
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,Sandy,Winter,East,Canal,Organic,Wheat
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,Clay,Winter,West,Canal,Organic,Soybean
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,Sandy,Summer,West,Drip,Chemical,Onion
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,Clay,Winter,North,Canal,Organic,Pineapple
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,Sandy,Rainy,South,Drip,Mixed,Mango
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,Sandy,Summer,East,Canal,Mixed,Coconut
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,Clay,Rainy,East,Drip,Organic,Apple
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,Clay,Summer,North,Canal,Chemical,Banana
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,Clay,Winter,East,Rainfed,Mixed,Millet
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,Loamy,Summer,East,Rainfed,Chemical,Maize
17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,Silty,Summer,South,Rainfed,Mixed,Apple
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,Loamy,Rainy,South,Canal,Organic,Sunflower
7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,Loamy,Rainy,North,Canal,Chemical,Coconut
36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,Sandy,Winter,South,Rainfed,Chemical,Banana
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,Clay,Summer,North,Rainfed,Chemical,Cabbage
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,Silty,Summer,West,Drip,Mixed,Coffee
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,Sandy,Summer,North,Drip,Mixed,Jute
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,Loamy,Winter,West,Drip,Mixed,Sugarcane
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,Clay,Winter,North,Rainfed,Organic,Maize
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,Sandy,Winter,East,Rainfed,Mixed,Cotton
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,Clay,Winter,South,Rainfed,Organic,Cardamom
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,Sandy,Winter,West,Drip,Chemical,Mango
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,Clay,Rainy,North,Canal,Chemical,Chickpea
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,Loamy,Summer,South,Rainfed,Organic,Maize
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,Silty,Summer,North,Canal,Mixed,Groundnut
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,Loamy,Summer,South,Canal,Organic,Maize
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,Silty,Summer,South,Canal,Chemical,Pepper
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,Clay,Summer,North,Drip,Chemical,Groundnut
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,Sandy,Summer,West,Canal,Organic,Tomato
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,Loamy,Summer,West,Rainfed,Mixed,Maize
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,Silty,Summer,East,Drip,Mixed,Pepper
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,Loamy,Rainy,South,Rainfed,Organic,Chickpea
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,Silty,Summer,East,Rainfed,Organic,Cardamom
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,Loamy,Rainy,East,Drip,Mixed,Groundnut
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,Silty,Winter,North,Rainfed,Chemical,Orange
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,Silty,Summer,North,Rainfed,Organic,Cabbage
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,Clay,Winter,North,Drip,Mixed,Maize
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,Silty,Winter,South,Rainfed,Mixed,Sugarcane
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,Clay,Winter,North,Canal,Chemical,Chickpea
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,Silty,Rainy,North,Rainfed,Chemical,Potato
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,Sandy,Winter,South,Canal,Chemical,Mango
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,Sandy,Winter,South,Rainfed,Chemical,Rice
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,Sandy,Winter,West,Drip,Chemical,Banana
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,Silty,Summer,North,Drip,Organic,Tea
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,Clay,Summer,North,Rainfed,Mixed,Potato
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,Clay,Rainy,North,Drip,Organic,Orange
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,Silty,Rainy,West,Rainfed,Organic,Sugarcane
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,Sandy,Summer,North,Drip,Organic,Mustard
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,Sandy,Rainy,West,Canal,Organic,Cardamom
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,Clay,Summer,East,Rainfed,Organic,Wheat
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,Sandy,Winter,West,Canal,Chemical,Sunflower
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,Loamy,Winter,East,Canal,Chemical,Onion
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,Clay,Rainy,North,Rainfed,Mixed,Pepper
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,Sandy,Summer,East,Canal,Organic,Cotton
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,Clay,Summer,West,Rainfed,Mixed,Grapes
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,Loamy,Rainy,South,Canal,Chemical,Pineapple
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,Clay,Summer,East,Rainfed,Chemical,Cardamom
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,Clay,Winter,East,Rainfed,Chemical,Chickpea
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,Clay,Rainy,North,Drip,Organic,Tea
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,Clay,Rainy,West,Rainfed,Organic,Coconut
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,Loamy,Summer,East,Rainfed,Chemical,Maize
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,Silty,Rainy,East,Canal,Mixed,Tomato
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,Clay,Summer,East,Rainfed,Mixed,Wheat
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,Clay,Summer,East,Drip,Chemical,Turmeric
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,Sandy,Summer,South,Canal,Mixed,Tea
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,Clay,Summer,West,Canal,Chemical,Millet
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,Sandy,Summer,North,Drip,Mixed,Cabbage
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,Silty,Rainy,North,Canal,Chemical,Mango
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,Loamy,Winter,South,Canal,Mixed,Tomato
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,Loamy,Winter,West,Canal,Organic,Onion
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,Silty,Rainy,East,Canal,Chemical,Pepper
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,Loamy,Rainy,South,Drip,Chemical,Rice
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,Silty,Winter,West,Drip,Mixed,Mustard
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,Silty,Winter,East,Canal,Chemical,Sugarcane
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,Silty,Winter,South,Canal,Chemical,Banana
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,Loamy,Winter,West,Drip,Chemical,Orange
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,Sandy,Winter,North,Drip,Organic,Potato
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,Silty,Summer,North,Drip,Organic,Pepper
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,Clay,Rainy,West,Canal,Mixed,Coconut
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,Loamy,Summer,North,Canal,Organic,Maize
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,Silty,Winter,West,Rainfed,Mixed,Turmeric
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,Silty,Winter,East,Drip,Organic,Maize
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,Clay,Winter,West,Canal,Mixed,Soybean
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,Sandy,Summer,East,Drip,Organic,Grapes
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,Sandy,Summer,South,Canal,Organic,Pepper
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,Sandy,Winter,West,Drip,Mixed,Groundnut
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,Silty,Summer,South,Canal,Chemical,Orange
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,Silty,Summer,North,Rainfed,Chemical,Sugarcane
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,Silty,Winter,East,Rainfed,Organic,Tomato
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,Loamy,Summer,West,Drip,Mixed,Maize
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,Clay,Rainy,South,Canal,Chemical,Millet
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,Silty,Rainy,East,Canal,Mixed,Tea
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,Clay,Rainy,East,Drip,Chemical,Turmeric
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,Clay,Rainy,North,Canal,Mixed,Apple
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,Sandy,Winter,North,Drip,Organic,Onion
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,Loamy,Winter,East,Canal,Mixed,Mustard
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,Silty,Winter,East,Drip,Chemical,Maize
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,Sandy,Rainy,West,Canal,Organic,Potato
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,Sandy,Rainy,East,Drip,Mixed,Coconut
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,Silty,Summer,West,Canal,Chemical,Mustard
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,Clay,Summer,East,Rainfed,Organic,Wheat
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,Sandy,Rainy,North,Canal,Mixed,Chickpea
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,Clay,Rainy,West,Drip,Chemical,Tomato
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,Loamy,Rainy,South,Rainfed,Mixed,Pepper
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,Clay,Rainy,North,Canal,Mixed,Mustard
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,Loamy,Summer,West,Rainfed,Organic,Maize
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,Clay,Rainy,West,Canal,Organic,Rice
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,Sandy,Summer,South,Rainfed,Chemical,Tea
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,Sandy,Rainy,West,Drip,Organic,Potato
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,Loamy,Rainy,East,Canal,Chemical,Cabbage
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,Silty,Rainy,South,Canal,Mixed,Turmeric
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,Loamy,Summer,North,Drip,Mixed,Maize
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,Loamy,Summer,North,Rainfed,Chemical,Maize
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,Clay,Winter,East,Drip,Mixed,Grapes
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,Clay,Rainy,North,Drip,Organic,Soybean
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,Loamy,Winter,West,Rainfed,Mixed,Barley
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,Sandy,Winter,West,Drip,Organic,Turmeric
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,Clay,Summer,East,Canal,Chemical,Tomato
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,Silty,Summer,North,Canal,Chemical,Cardamom
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,Clay,Winter,North,Canal,Mixed,Pulses
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,Clay,Rainy,East,Drip,Mixed,Cotton
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,Silty,Summer,South,Canal,Organic,Orange
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,Loamy,Rainy,North,Canal,Organic,Grapes
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,Silty,Rainy,South,Canal,Mixed,Pulses
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,Loamy,Winter,North,Canal,Mixed,Groundnut
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,Loamy,Winter,North,Canal,Chemical,Rice
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,Loamy,Winter,North,Canal,Chemical,Apple
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,Silty,Winter,North,Drip,Chemical,Potato
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,Loamy,Summer,West,Canal,Mixed,Maize
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,Sandy,Summer,South,Canal,Mixed,Millet
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,Silty,Winter,South,Rainfed,Mixed,Maize
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,Sandy,Summer,North,Drip,Chemical,Grapes
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,Loamy,Winter,North,Drip,Mixed,Apple
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,Clay,Rainy,South,Drip,Organic,Mustard
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,Loamy,Rainy,West,Drip,Mixed,Potato
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,Sandy,Rainy,East,Canal,Mixed,Chickpea
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,Sandy,Winter,East,Canal,Mixed,Tea
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,Silty,Rainy,South,Rainfed,Mixed,Potato
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,Clay,Summer,North,Rainfed,Mixed,Coffee
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,Silty,Rainy,North,Drip,Organic,Millet
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,Sandy,Rainy,West,Rainfed,Organic,Coconut
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,Loamy,Rainy,East,Rainfed,Mixed,Cardamom
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,Clay,Summer,West,Drip,Chemical,Onion
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,Loamy,Winter,East,Drip,Mixed,Barley
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,Loamy,Summer,South,Rainfed,Mixed,Maize
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,Clay,Winter,East,Canal,Mixed,Cardamom
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,Silty,Winter,West,Rainfed,Chemical,Sunflower
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,Loamy,Rainy,West,Rainfed,Chemical,Mango
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,Sandy,Winter,West,Canal,Chemical,Millet
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,Loamy,Summer,South,Canal,Organic,Maize
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,Clay,Summer,East,Drip,Chemical,Sugarcane
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,Clay,Winter,East,Drip,Organic,Millet
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,Clay,Rainy,West,Rainfed,Organic,Onion
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,Silty,Rainy,East,Canal,Chemical,Cotton
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,Loamy,Summer,North,Drip,Chemical,Maize
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,Silty,Rainy,North,Rainfed,Chemical,Tomato
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,Silty,Winter,North,Canal,Organic,Mustard
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,Clay,Winter,East,Rainfed,Mixed,Sunflower
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,Clay,Summer,South,Drip,Chemical,Pepper
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,Silty,Winter,South,Drip,Chemical,Wheat
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,Loamy,Summer,South,Canal,Chemical,Maize
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,Sandy,Winter,South,Rainfed,Organic,Chickpea
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,Silty,Summer,North,Canal,Organic,Potato
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,Loamy,Rainy,North,Drip,Mixed,Pineapple
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,Clay,Winter,West,Drip,Chemical,Cabbage
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,Clay,Winter,East,Rainfed,Organic,Grapes
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,Loamy,Summer,East,Rainfed,Mixed,Maize
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,Sandy,Summer,South,Rainfed,Chemical,Maize
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,Clay,Winter,North,Canal,Organic,Grapes
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,Clay,Summer,South,Rainfed,Chemical,Groundnut
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,Clay,Winter,West,Rainfed,Chemical,Rice
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,Loamy,Rainy,East,Drip,Organic,Mango
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,Silty,Summer,East,Drip,Organic,Turmeric
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,Clay,Winter,South,Rainfed,Organic,Barley
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,Silty,Rainy,West,Rainfed,Chemical,Grapes
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,Sandy,Rainy,East,Drip,Chemical,Tomato
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,Clay,Winter,West,Rainfed,Mixed,Rice
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,Clay,Summer,West,Canal,Chemical,Banana
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,Sandy,Winter,South,Canal,Organic,Coconut
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,Clay,Rainy,North,Canal,Chemical,Grapes
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,Silty,Winter,South,Rainfed,Mixed,Apple
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,Loamy,Summer,North,Drip,Mixed,Maize
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,Silty,Rainy,West,Rainfed,Organic,Turmeric
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,Loamy,Winter,North,Rainfed,Organic,Tomato
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,Loamy,Summer,West,Drip,Mixed,Maize
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,Silty,Rainy,East,Drip,Mixed,Jute
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,Silty,Summer,East,Drip,Mixed,Cardamom
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,Silty,Rainy,East,Canal,Organic,Coffee
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,Silty,Winter,South,Rainfed,Mixed,Cardamom
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,Sandy,Summer,South,Drip,Mixed,Pineapple
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,Clay,Rainy,West,Rainfed,Organic,Soybean
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,Loamy,Summer,East,Canal,Chemical,Maize
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,Silty,Summer,South,Canal,Chemical,Mango
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,Silty,Winter,East,Drip,Mixed,Rice
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,Silty,Summer,South,Drip,Chemical,Rice
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,Sandy,Rainy,North,Rainfed,Chemical,Chickpea
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,Silty,Rainy,North,Drip,Chemical,Pulses
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,Silty,Rainy,East,Rainfed,Chemical,Mustard
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,Silty,Rainy,West,Drip,Mixed,Maize
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,Clay,Winter,South,Rainfed,Chemical,Jute
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,Sandy,Summer,South,Rainfed,Chemical,Maize
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,Silty,Winter,North,Rainfed,Organic,Potato
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,Loamy,Summer,North,Rainfed,Mixed,Maize
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,Loamy,Summer,West,Canal,Organic,Maize
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,Loamy,Summer,West,Rainfed,Organic,Maize
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,Sandy,Winter,West,Drip,Mixed,Sugarcane
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,Sandy,Summer,East,Canal,Chemical,Jute
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,Loamy,Winter,North,Canal,Organic,Pepper
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,Silty,Rainy,East,Rainfed,Mixed,Coffee
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,Sandy,Rainy,North,Canal,Chemical,Coconut
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,Loamy,Summer,North,Rainfed,Mixed,Maize
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,Loamy,Winter,South,Drip,Organic,Cotton
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,Silty,Rainy,North,Rainfed,Chemical,Pineapple
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,Clay,Winter,North,Canal,Chemical,Pineapple
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,Sandy,Winter,East,Drip,Mixed,Mango
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,Silty,Summer,North,Rainfed,Chemical,Grapes
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,Loamy,Rainy,East,Drip,Organic,Banana
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,Loamy,Summer,West,Drip,Organic,Maize
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,Silty,Summer,North,Canal,Organic,Coconut
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,Sandy,Rainy,North,Drip,Mixed,Orange
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,Clay,Rainy,East,Canal,Chemical,Tea
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,Clay,Winter,West,Drip,Chemical,Sugarcane
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,Loamy,Rainy,South,Rainfed,Chemical,Coffee
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,Sandy,Winter,West,Drip,Organic,Mustard
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,Clay,Winter,East,Rainfed,Chemical,Turmeric
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,Sandy,Winter,West,Rainfed,Organic,Barley
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,Sandy,Rainy,East,Drip,Chemical,Mango
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,Loamy,Summer,East,Rainfed,Organic,Maize
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,Clay,Winter,South,Drip,Chemical,Chickpea
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,Silty,Summer,North,Drip,Mixed,Apple
